CVE,DESCRIP
Y128,"Envenenamiento por, y exposición a narcóticos y psicodislépticos (alucinógenos), no clasificados en otra parte, de intención no determinada en otro lugar especificado"
Y129,"Envenenamiento por, y exposición a narcóticos y psicodislépticos (alucinógenos), no clasificados en otra parte, de intención no determinada en lugar no especificado"
Y140,"Envenenamiento por, y exposición a otras drogas, medicamentos y sustancias biológicas, y las no especificadas, de intención no determinada en vivienda"
Y145,"Envenenamiento por, y exposición a otras drogas, medicamentos y sustancias biológicas, y las no especificadas, de intención no determinada en comercio y área de servicios"
Y148,"Envenenamiento por, y exposición a otras drogas, medicamentos y sustancias biológicas, y las no especificadas, de intención no determinada en otro lugar especificado"
Y149,"Envenenamiento por, y exposición a otras drogas, medicamentos y sustancias biológicas, y las no especificadas, de intención no determinada en lugar no especificado"
Y150,"Envenenamiento por, y exposición al alcohol, de intención no determinada en vivienda"
Y154,"Envenenamiento por, y exposición al alcohol, de intención no determinada en calles y carreteras"
Y159,"Envenenamiento por, y exposición al alcohol, de intención no determinada en lugar no especificado"
Y170,"Envenenamiento por, y exposición a otros gases y vapores, de intención no determinada en vivienda"
Y171,"Envenenamiento por, y exposición a otros gases y vapores, de intención no determinada en institución residencial"
Y172,"Envenenamiento por, y exposición a otros gases y vapores, de intención no determinada en escuelas, otras instituciones y áreas administrativas públicas"
Y174,"Envenenamiento por, y exposición a otros gases y vapores, de intención no determinada en calles y carreteras"
Y178,"Envenenamiento por, y exposición a otros gases y vapores, de intención no determinada en otro lugar especificado"
Y179,"Envenenamiento por, y exposición a otros gases y vapores, de intención no determinada en lugar no especificado"
Y180,"Envenenamiento por, y exposición a plaguicidas, de intención no determinada en vivienda"
Y184,"Envenenamiento por, y exposición a plaguicidas, de intención no determinada en calles y carreteras"
Y185,"Envenenamiento por, y exposición a plaguicidas, de intención no determinada en comercio y área de servicios"
Y189,"Envenenamiento por, y exposición a plaguicidas, de intención no determinada en lugar no especificado"
Y190,"Envenenamiento por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados, de intención no determinada en vivienda"
Y191,"Envenenamiento por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados, de intención no determinada en institución residencial"
Y194,"Envenenamiento por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados, de intención no determinada en calles y carreteras"
Y195,"Envenenamiento por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados, de intención no determinada en comercio y área de servicios"
Y197,"Envenenamiento por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados, de intención no determinada en granja"
Y198,"Envenenamiento por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados, de intención no determinada en otro lugar especificado"
Y199,"Envenenamiento por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados, de intención no determinada en lugar no especificado"
Y200,"Ahorcamiento, estrangulamiento y sofocación, de intención no determinada en vivienda"
Y201,"Ahorcamiento, estrangulamiento y sofocación, de intención no determinada en institución residencial"
Y202,"Ahorcamiento, estrangulamiento y sofocación, de intención no determinada en escuelas, otras instituciones y áreas administrativas públicas"
Y204,"Ahorcamiento, estrangulamiento y sofocación, de intención no determinada en calles y carreteras"
Y205,"Ahorcamiento, estrangulamiento y sofocación, de intención no determinada en comercio y área de servicios"
Y207,"Ahorcamiento, estrangulamiento y sofocación, de intención no determinada en granja"
Y208,"Ahorcamiento, estrangulamiento y sofocación, de intención no determinada en otro lugar especificado"
Y209,"Ahorcamiento, estrangulamiento y sofocación, de intención no determinada en lugar no especificado"
Y210,"Ahogamiento y sumersión, de intención no determinada en vivienda"
Y214,"Ahogamiento y sumersión, de intención no determinada en calles y carreteras"
Y215,"Ahogamiento y sumersión, de intención no determinada en comercio y área de servicios"
Y217,"Ahogamiento y sumersión, de intención no determinada en granja"
Y218,"Ahogamiento y sumersión, de intención no determinada en otro lugar especificado"
Y219,"Ahogamiento y sumersión, de intención no determinada en lugar no especificado"
Y237,"Disparo de rifle, escopeta y arma larga, de intención no determinada en granja"
Y240,"Disparo de otras armas de fuego y las no especificadas, de intención no determinada en vivienda"
Y241,"Disparo de otras armas de fuego, y las no especificadas, de intención no determinada en institución residencial"
Y242,"Disparo de otras armas de fuego, y las no especificadas, de intención no determinada en escuelas, otras instituciones y áreas administrativas  públicas"
Y243,"Disparo de otras armas de fuego, y las no especificadas, de intención no determinada en áreas de deporte y atletismo, áreas de deporte y atletismo"
Y244,"Disparo de otras armas de fuego, y las no especificadas, de intención no determinada en calles y carreteras"
Y245,"Disparo de otras armas de fuego, y las no especificadas, de intención no determinada en comercio y área de servicios"
Y246,"Disparo de otras armas de fuego, y las no especificadas, de intención no determinada en área industrial y de la construcción"
Y247,"Disparo de otras armas de fuego, y las no especificadas, de intención no determinada en granja"
Y248,"Disparo de otras armas de fuego, y las no especificadas, de intención no determinada en otro lugar especificado"
Y249,"Disparo de otras armas de fuego, y las no especificadas, de intención no determinada en lugar no especificado"
Y259,"Contacto traumático con material explosivo, de intención no determinada en lugar no especificado"
Y260,"Exposición al humo, fuego y llamas, de intención no determinada en vivienda"
Y264,"Exposición al humo, fuego y llamas, de intención no determinada en calles y carreteras"
Y267,"Exposición al humo, fuego y llamas, de intención no determinada en granja"
Y268,"Exposición al humo, fuego y llamas, de intención no determinada en otro lugar especificado"
Y269,"Exposición al humo, fuego y llamas, de intención no determinada en lugar no especificado"
Y280,"Contacto traumático con objeto cortante, de intención no determinada en vivienda"
Y284,"Contacto traumático con objeto cortante, de intención no determinada en calles y carreteras"
Y288,"Contacto traumático con objeto cortante, de intención no determinada en otro lugar especificado"
Y289,"Contacto traumático con objeto cortante, de intención no determinada en lugar no especificado"
Y290,"Contacto traumático con objeto romo o sin filo, de intención no determinada en vivienda"
Y294,"Contacto traumático con objeto romo o sin filo, de intención no determinada en calles y carreteras"
Y298,"Contacto traumático con objeto romo o sin filo, de intención no determinada en otro lugar especificado"
Y299,"Contacto traumático con objeto romo o sin filo, de intención no determinada en lugar no especificado"
Y300,"Caída, salto o empujón desde lugar elevado, de intención no determinada en vivienda"
Y303,"Caída, salto o empujón desde lugar elevado, de intención no determinada en áreas de deporte y atletismo, áreas de deporte y atletismo"
Y304,"Caída, salto o empujón desde lugar elevado, de intención no determinada en calles y carreteras"
Y305,"Caída, salto o empujón desde lugar elevado, de intención no determinada en comercio y área de servicios"
Y306,"Caída, salto o empujón desde lugar elevado, de intención no determinada en área industrial y de la construcción"
Y308,"Caída, salto o empujón desde lugar elevado, de intención no determinada en otro lugar especificado"
Y309,"Caída, salto o empujón desde lugar elevado, de intención no determinada en lugar no especificado"
Y329,"Colisión de vehículo de motor, de intención no determinada en lugar no especificado"
Y330,"Otros eventos especificados, de intención no determinada en vivienda"
Y331,"Otros eventos especificados, de intención no determinada en institución residencial"
Y334,"Otros eventos especificados, de intención no determinada en calles y carreteras"
Y335,"Otros eventos especificados, de intención no determinada en comercio y área de servicios"
Y337,"Otros eventos especificados, de intención no determinada en granja"
Y338,"Otros eventos especificados, de intención no determinada en otro lugar especificado"
